id,category,fromdate,todate,sourcename,title,url,seendate,sourcecountry,language,sentiment
395606874,Election,06/10/2024,05/11/2024,adn.com,"Houston City Council certifies election despite irregularities , ballot concerns",https://www.adn.com/alaska-news/mat-su/2024/10/16/houston-city-council-certifies-election-despite-irregularities-ballot-concerns/,20241016T214500Z,United States,English,0
701399127,Election,06/10/2024,05/11/2024,npr.org,Election workers in Michigan town are anxious after Trump recruits poll watchers,https://www.npr.org/2024/10/09/nx-s1-5140572/election-workers-in-michigan-town-are-anxious-after-trump-recruits-poll-watchers,20241009T093000Z,United States,English,-1
274339418,Election,06/10/2024,05/11/2024,newsweek.com,Republicans Dont Know What to Believe in 2024 Election : Poll,https://www.newsweek.com/republicans-dont-know-what-believe-fake-news-poll-kamala-trump-1969099,20241015T114500Z,United States,English,0
537014000,Election,06/10/2024,05/11/2024,yahoo.com,How Mercer County has escaped election conspiracies,https://www.yahoo.com/news/mercer-county-escaped-election-conspiracies-121321378.html,20241010T124500Z,United States,English,0
568712386,Election,06/10/2024,05/11/2024,americanthinker.com,"Yes , Virginia , there is a DOJ ! ",https://www.americanthinker.com/blog/2024/10/yes_virginia_there_is_a_doj.html,20241013T160000Z,United States,English,0
647047484,Election,06/10/2024,05/11/2024,thehill.com,Trump GOP moves to dramatically revamp election rules,https://thehill.com/regulation/national-security/4932080-trump-allies-restrict-voting/,20241015T104500Z,United States,English,0
153197096,Election,06/10/2024,05/11/2024,arkansasonline.com,House speaker wont say Trump lost 2020 election | The Arkansas Democrat - Gazette,https://www.arkansasonline.com/news/2024/oct/07/house-speaker-wont-say-trump-lost-2020-election/,20241007T101500Z,United States,English,0
202141120,Election,06/10/2024,05/11/2024,ocregister.com,When will election results be available in California ? ,https://www.ocregister.com/2024/10/16/when-will-election-results-be-available-in-california/,20241016T171500Z,United States,English,1
946723850,Election,06/10/2024,05/11/2024,pjmedia.com,Top Dem Who Voted Against Trump Electors in 2016 Wont Commit to Certifying Trump Win,https://pjmedia.com/rick-moran/2024/10/11/top-democrats-who-voted-against-trump-electors-in-2016-wont-commit-to-certifying-trump-win-in-2024-n4933242,20241011T181500Z,United States,English,1
603546302,Election,06/10/2024,05/11/2024,sandiegouniontribune.com,When will election results be available in California ? ,https://www.sandiegouniontribune.com/2024/10/16/when-will-election-results-be-available-in-california/,20241016T203000Z,United States,English,1
960429972,Election,06/10/2024,05/11/2024,yahoo.com,Georgia reports record turnout as early voting begins in U . S . battleground state,https://www.yahoo.com/news/georgia-reports-record-turnout-early-222055518.html,20241015T224500Z,United States,English,1
818985758,Election,06/10/2024,05/11/2024,mynorthwest.com,"For US adversaries , Election Day wont mean the end to efforts to influence Americans",https://mynorthwest.com/3995079/for-us-adversaries-election-day-wont-mean-the-end-to-efforts-to-influence-americans/,20241007T053000Z,United States,English,-1
191433989,Election,06/10/2024,05/11/2024,nbcnews.com,The threat of election chaos looms as the Supreme Court returns to action,https://www.nbcnews.com/politics/supreme-court/threat-election-chaos-looms-supreme-court-returns-action-rcna172228,20241007T093000Z,United States,English,1
460942269,Election,06/10/2024,05/11/2024,abc15.com,Georgia judge rules on new state election rules as early voting begins,https://www.abc15.com/politics/america-votes/early-voting-begins-in-georgia-as-state-grapples-with-new-election-laws,20241016T133000Z,United States,English,1
444067692,Election,06/10/2024,05/11/2024,freerepublic.com,This is my favorite lane of propaganda to debunk . There is no proof that the 2020 election was stolen except : ,https://freerepublic.com/focus/f-news/4271272/posts,20241016T024500Z,United States,English,1
470912341,Election,06/10/2024,05/11/2024,wfmz.com,"How stressed are American cities about the election ? Plus , election anxiety tips from a psychologist",https://www.wfmz.com/news/how-stressed-are-american-cities-about-the-election-plus-election-anxiety-tips-from-a-psychologist/collection_3dfb98d4-61a9-52f7-a2d4-80b872639a97.html,20241018T201500Z,United States,English,0
500440171,Election,06/10/2024,05/11/2024,washingtonexaminer.com,Georgia judge halts mandatory hand - counting of ballots on election night,https://www.washingtonexaminer.com/news/campaigns/3190889/georgia-judge-halts-mandatory-hand-counting-ballots-election-night/,20241016T050000Z,United States,English,0
493840442,Election,06/10/2024,05/11/2024,ajc.com,Judge halts Georgia rule that would have required hand count on Election Night,https://www.ajc.com/politics/judge-halts-georgia-rule-that-would-have-required-hand-count-on-election-night/2IMHWOEUEJEI7KKUVLGLID73EY/,20241016T131500Z,United States,English,0
365848059,Election,06/10/2024,05/11/2024,ajc.com,Judge stops Georgia State Election Board hand - count requirement,https://www.ajc.com/politics/judge-stops-georgia-state-election-boards-hand-count-requirement/2IMHWOEUEJEI7KKUVLGLID73EY/,20241016T034500Z,United States,English,0
756533908,Election,06/10/2024,05/11/2024,sun-sentinel.com,Republicans say theyre appealing a Georgia judge ruling that invalidates seven election rules,https://www.sun-sentinel.com/2024/10/17/republicans-appeal-georgia-election-ruling/,20241018T014500Z,United States,English,1
771265274,Election,06/10/2024,05/11/2024,nbc-2.com,Election special : Commitment 2024 program debunks disinformation,https://www.nbc-2.com/article/election-day-debunking-disinformation-clarify-voting-process-ai-deepfakes-voter-fraud/62626103,20241018T231500Z,United States,English,1
713835943,Election,06/10/2024,05/11/2024,sltrib.com,Opinion : I study political violence . Im worried about the election . ,https://www.sltrib.com/opinion/commentary/2024/10/16/opinion-i-study-political-violence/,20241016T203000Z,United States,English,0
232434273,Election,06/10/2024,05/11/2024,timesfreepress.com,Opinion : Safe voting is a hallmark in Tennessee | Chattanooga Times Free Press,https://www.timesfreepress.com/news/2024/oct/14/opinion-safe-voting-is-a-hallmark-in-tennessee/,20241014T233000Z,United States,English,1
770175741,Election,06/10/2024,05/11/2024,fox5atlanta.com,"Controversial Georgia election rule halted by judge , State Board faces lawsuit",https://www.fox5atlanta.com/news/georgia-election-board-legal-challenge,20241017T011500Z,United States,English,1
687997973,Election,06/10/2024,05/11/2024,11alive.com,2024 election : Judge dismisses challenge to GA election board,https://www.11alive.com/article/news/politics/elections/judge-dismisses-challenge-state-election-board/85-5d36c429-4ebf-46c1-86bd-2be2e53f1455,20241010T040000Z,United States,English,0
817000996,Election,06/10/2024,05/11/2024,wgal.com,A judge has blocked a new rule that requires Georgia Election Day ballots to be counted by hand after the close of voting,https://www.wgal.com/article/georgia-judge-blocks-ballot-counting-rule/62617277,20241016T034500Z,United States,English,1
648941950,Election,06/10/2024,05/11/2024,yahoo.com,"Is that really true ? Republic investigates election messaging , reports correct information",https://www.yahoo.com/news/really-true-republic-investigates-election-130216649.html,20241006T153000Z,United States,English,1
660404751,Election,06/10/2024,05/11/2024,orlandosentinel.com,Republicans say theyre appealing a Georgia judge ruling that invalidates seven election rules,https://www.orlandosentinel.com/2024/10/17/republicans-appeal-georgia-election-ruling/,20241018T031500Z,United States,English,1
808770638,Election,06/10/2024,05/11/2024,sandiegouniontribune.com,Republicans say theyre appealing a Georgia judge ruling that invalidates seven election rules,https://www.sandiegouniontribune.com/2024/10/17/republicans-appeal-georgia-election-ruling/,20241018T010000Z,United States,English,1
620019756,Election,06/10/2024,05/11/2024,dailypress.com,How voting machines work,https://www.dailypress.com/2024/10/11/2024-election-explainer-voting-machines/,20241011T150000Z,United States,English,0
195296204,Election,06/10/2024,05/11/2024,abcnews.go.com,Republicans appeal a Georgia judge ruling that invalidates seven election rules,https://abcnews.go.com/Politics/wireStory/republicans-appealing-georgia-judges-ruling-invalidates-election-rules-114912660,20241018T034500Z,United States,English,0
704320109,Election,06/10/2024,05/11/2024,newson6.com,  A Civic Obligation : People Register To Vote For November Election Ahead Of Friday Deadline,http://www.newson6.com/story/6709cf40e29892080380370e/a-civic-obligation:-people-register-to-vote-for-november-election-ahead-of-friday-deadline,20241012T050000Z,United States,English,0
805784882,Election,06/10/2024,05/11/2024,yahoo.com,Former Hinds County supervisor continues to fight election loss,https://www.yahoo.com/news/former-hinds-county-supervisor-continues-210939629.html,20241019T001500Z,United States,English,0
333910383,Election,06/10/2024,05/11/2024,fox5atlanta.com,Republicans say theyre appealing a Georgia judge ruling that invalidates seven election rules,https://www.fox5atlanta.com/news/republicans-say-theyre-appealing-georgia-judges-ruling-invalidates-seven-election-rules,20241018T004500Z,United States,English,1
403298333,Election,06/10/2024,05/11/2024,yahoo.com,Comer slams Raskin over his election certification comments :  Ultimate hypocrite  ,https://www.yahoo.com/news/comer-slams-raskin-over-election-014457191.html,20241012T040000Z,United States,English,0
218916000,Business,06/10/2024,05/11/2024,smallbiztrends.com,How to Check if a Business Name is Taken,https://smallbiztrends.com/how-to-check-if-a-business-name-is-taken/,20241012T144500Z,United States,English,0
853931164,Business,06/10/2024,05/11/2024,smallbiztrends.com,Amazon Launches Business Prime Rewards and Offers Discounted Business Prime Memberships,https://smallbiztrends.com/amazon-business-prime-rewards/,20241007T024500Z,United States,English,1
999699469,Business,06/10/2024,05/11/2024,prnewswire.com,Simply Business Partners with Sky The Limit to Empower The Next Generation of Small Business Owners,https://www.prnewswire.com/news-releases/simply-business-partners-with-skys-the-limit-to-empower-the-next-generation-of-small-business-owners-302273051.html,20241010T151500Z,United States,English,-1
793591447,Business,06/10/2024,05/11/2024,smallbiztrends.com,10 Business Loans for Women,https://smallbiztrends.com/business-loans-for-women/,20241006T180000Z,United States,English,0
970085159,Business,06/10/2024,05/11/2024,techrepublic.com,Do You Need To Have A Business Bank Account ? ,https://www.techrepublic.com/article/do-you-need-business-bank-account/,20241016T194500Z,United States,English,0
306852679,Business,06/10/2024,05/11/2024,finance.yahoo.com,Why Smart Entrepreneurs Embrace Loans : 3 Benefits to Consider,https://finance.yahoo.com/news/why-smart-entrepreneurs-embrace-loans-093024104.html,20241021T100000Z,United States,English,1
824224526,Business,06/10/2024,05/11/2024,sandiegouniontribune.com,Opinion : Empowering small businesses is vital to our economy,https://www.sandiegouniontribune.com/2024/10/20/opinion-empowering-small-businesses-is-vital-to-our-economy/,20241020T170000Z,United States,English,-1
778603722,Business,06/10/2024,05/11/2024,aol.com,Best business savings accounts for 2024,https://www.aol.com/best-business-savings-accounts-2024-185504321.html,20241023T023000Z,United States,English,1
241064727,Business,06/10/2024,05/11/2024,thepointsguy.com,The best cards to use for your business spending,http://thepointsguy.com/credit-cards/choose-right-credit-card-for-your-business/,20241023T194500Z,United States,English,1
582124992,Business,06/10/2024,05/11/2024,smallbiztrends.com,What is a Business Credit Card,https://smallbiztrends.com/what-is-a-business-credit-card/,20241104T141500Z,United States,English,0
892832516,Business,06/10/2024,05/11/2024,bankrate.com,Corporate vs . Small Business Cards : Which Is Better For Credit Building ? ,https://www.bankrate.com/credit-cards/business/small-business-vs-corporate-credit-cards-credit-building/,20241030T203000Z,United States,English,1
110046509,Business,06/10/2024,05/11/2024,wfaa.com,Texas business courts : Everything you need to know,https://www.wfaa.com/article/news/politics/yall-itics/texas-business-courts-finance-yall-street/287-30031897-9841-4ddc-a68a-2c4e6904ea98,20241010T030000Z,United States,English,0
956539836,Business,06/10/2024,05/11/2024,mondaq.com,"Small Business , Big Decisions : Choosing The Right Law Firm - Contract of Employment - Employment and HR",https://www.mondaq.com:443/unitedstates/contract-of-employment/1528904/small-business-big-decisions-choosing-the-right-law-firm,20241011T023000Z,United States,English,-1
160639280,Business,06/10/2024,05/11/2024,phys.org,Space business is evolving fast a new book provides much - needed insight,https://phys.org/news/2024-10-space-business-evolving-fast-insight.html,20241011T181500Z,United States,English,1
985860641,Business,06/10/2024,05/11/2024,foxbusiness.com,Small business uncertaintly hits all - time high : NFIB,https://www.foxbusiness.com/small-business/small-business-uncertaintly-hits-all-time-high-nfib,20241009T104500Z,United States,English,-1
299955472,Business,06/10/2024,05/11/2024,smallbiztrends.com,How Much Does Business Insurance Cost ? ,https://smallbiztrends.com/how-much-does-business-insurance-cost/,20241026T170000Z,United States,English,1
167649356,Business,06/10/2024,05/11/2024,prnewswire.com,How Community Colleges Can Support Your Western North Carolina Small Business,https://www.prnewswire.com/news-releases/how-community-colleges-can-support-your-western-north-carolina-small-business-302282248.html,20241021T210000Z,United States,English,-1
696556178,Business,06/10/2024,05/11/2024,washingtontimes.com,Small - business taxes would almost double under Harris admin,https://www.washingtontimes.com/news/2024/oct/7/small-business-taxes-would-almost-double-under-har/,20241007T231500Z,United States,English,-1
751825505,Business,06/10/2024,05/11/2024,smallbiztrends.com,How to Buy a Business Name,https://smallbiztrends.com/how-to-buy-a-business-name/,20241024T134500Z,United States,English,0
163682466,Business,06/10/2024,05/11/2024,smallbiztrends.com,Best Business Credit Cards for Gas,https://smallbiztrends.com/best-business-credit-cards-for-gas/,20241008T164500Z,United States,English,1
116857686,Business,06/10/2024,05/11/2024,bankrate.com,Ink Business Preferred Card Benefits Guide,https://www.bankrate.com/credit-cards/reviews/ink-business-preferred-benefits-guide/,20241010T234500Z,United States,English,0
666504053,Business,06/10/2024,05/11/2024,bankrate.com,Ink Business Cash Card Benefits Guide,https://www.bankrate.com/credit-cards/reviews/ink-business-cash-benefits-guide/,20241024T204500Z,United States,English,0
979427820,Business,06/10/2024,05/11/2024,nypost.com,Harris campaign targets small business owners in battleground state Arizona,https://nypost.com/2024/10/08/us-news/harris-campaign-targets-small-business-owners-in-battleground-state-arizona/,20241008T183000Z,United States,English,-1
465269455,Business,06/10/2024,05/11/2024,forbes.com,How AI Is Transforming Business Planning 5 Steps To Success,https://www.forbes.com/sites/davidhenkin/2024/10/08/how-ai-is-transforming-business-planning-5-steps-to-success/,20241008T153000Z,United States,English,1
113037558,Business,06/10/2024,05/11/2024,smallbiztrends.com,GoDaddy Survey Reveals Key Issues for Small Businesses Ahead of Election Day,https://smallbiztrends.com/godaddy-2024-election-survey-data/,20241008T164500Z,United States,English,-1
888567860,Business,06/10/2024,05/11/2024,smallbiztrends.com,What Minimum Credit Score for a Business Loan Do I Need ? ,https://smallbiztrends.com/credit-score-for-a-business-loan/,20241105T133000Z,United States,English,0
747979099,Business,06/10/2024,05/11/2024,rollingstone.com,The Unfortunate Reality of Lying in Business And How We Can Deal With It,https://www.rollingstone.com/culture-council/articles/unfortunate-reality-lying-in-business-how-deal-with-1235131211/,20241011T203000Z,United States,English,-1
830766456,Business,06/10/2024,05/11/2024,yahoo.com,Do you have a tip for The Modesto Bee business beat reporter ? Share questions and ideas,https://www.yahoo.com/news/tip-modesto-bee-business-beat-194451442.html,20241023T211500Z,United States,English,0
554518095,Business,06/10/2024,05/11/2024,techrepublic.com,Novo Business Checking Review ( 2024 ): Is Novo a Trusted Bank ? ,https://www.techrepublic.com/article/novo-business-checking-review/,20241025T154500Z,United States,English,0
616105552,Business,06/10/2024,05/11/2024,prnewswire.com,Business Jet Appoints New Director of FBO Operations,https://www.prnewswire.com/news-releases/business-jet-appoints-new-director-of-fbo-operations-302284081.html,20241023T130000Z,United States,English,1
647913865,Business,06/10/2024,05/11/2024,fortune.com,Top Business Credit Cards with Balance Transfer and 0 % APR Promotions,https://fortune.com/recommends/credit-cards/best-business-balance-transfer-credit-cards/,20241025T133000Z,United States,English,1
895217408,Business,06/10/2024,05/11/2024,smallbiztrends.com,Your Guide to Marketing a Craft Business,https://smallbiztrends.com/marketing-a-craft-business/,20241006T180000Z,United States,English,0
672669350,Business,06/10/2024,05/11/2024,globenewswire.com,Fraser Institute News Release : Reforming Canada business,https://www.globenewswire.com/news-release/2024/10/10/2961078/0/en/Fraser-Institute-News-Release-Reforming-Canada-s-business-taxes-could-improve-investment-crisis-and-raise-living-standards.html,20241010T110000Z,United States,English,0
129720588,Business,06/10/2024,05/11/2024,theadvocate.com,"Verizon Business , Times - Picayune to lead New Orleans summit to help local entrepreneurs capitalize on Super Bowl LIX opportunities",https://www.theadvocate.com/sponsored/baton_rouge/verizon_business/verizon-business-times-picayune-to-lead-new-orleans-summit-to-help-local-entrepreneurs-capitalize-on/article_0a7fb4dc-8bd6-11ef-ba8a-4f7918290acb.html,20241021T000000Z,United States,English,1
841845315,Business,06/10/2024,05/11/2024,forbes.com,"Why Businesses Stagnate : A Focus On Investment , Fear And Team Dynamics",https://www.forbes.com/councils/forbescoachescouncil/2024/10/09/why-businesses-stagnate-a-focus-on-investment-fear-and-team-dynamics/,20241009T123000Z,United States,English,0
743368205,Business,06/10/2024,05/11/2024,smallbiztrends.com,Where to Find Electrician Business Insurance,https://smallbiztrends.com/electrician-business-insurance/,20241105T164500Z,United States,English,0
226305318,Business,06/10/2024,05/11/2024,skift.com,Uber Launches Black - Car Service for Business Travelers,https://skift.com/2024/10/15/uber-launches-black-car-service-for-business-travelers/,20241015T184500Z,United States,English,-1
169412814,Business,06/10/2024,05/11/2024,smallbiztrends.com,Business Insurance for an LLC,https://smallbiztrends.com/business-insurance-for-an-llc/,20241028T201500Z,United States,English,0
694860099,Business,06/10/2024,05/11/2024,smallbiztrends.com,What Is Business Debt Consolidation and Is it Right for You ? ,https://smallbiztrends.com/business-debt-consolidation/,20241102T154500Z,United States,English,1
972236719,Business,06/10/2024,05/11/2024,benzinga.com,Financial Literacy Gaps Leave Small Businesses Ripe For Advisor Expertise,https://www.benzinga.com/personal-finance/financial-advisors/24/10/41198187/financial-literacy-gaps-leave-small-businesses-ripe-for-advisor-expertise,20241006T171500Z,United States,English,-1
520621477,Business,06/10/2024,05/11/2024,mondaq.com,How Do I Protect My Business Through A Divorce ? - Divorce - Family and Matrimonial,https://www.mondaq.com:443/unitedstates/divorce/1534238/how-do-i-protect-my-business-through-a-divorce,20241023T013000Z,United States,English,0
103537536,Business,06/10/2024,05/11/2024,thepointsguy.com,American Express Business Gold Card review : Full details,http://thepointsguy.com/credit-cards/amex-business-gold-card-review/,20241021T214500Z,United States,English,1
433405228,Business,06/10/2024,05/11/2024,nola.com,"Verizon Business , Times - Picayune to lead New Orleans summit to help local entrepreneurs capitalize on Super Bowl LIX opportunities",https://www.nola.com/sponsored/verizon_business/verizon-business-times-picayune-to-lead-new-orleans-summit-to-help-local-entrepreneurs-capitalize-on/article_04817b84-8bd5-11ef-9385-372be8bfd1ba.html,20241021T024500Z,United States,English,1
167350149,Business,06/10/2024,05/11/2024,group.sagepub.com,Business Sage,https://group.sagepub.com/business,20241106T143000Z,United States,English,0
561500141,Business,06/10/2024,05/11/2024,techrepublic.com,What Kind of Business Should I Start ? 5 Factors to Consider,https://www.techrepublic.com/resource-library/downloads/5-factors-for-starting-business/,20241016T150000Z,United States,English,1
649400428,Business,06/10/2024,05/11/2024,247wallst.com,These Airlines Have the Best Perks for Business Travelers,https://247wallst.com/travel/2024/10/10/these-airlines-have-the-best-perks-for-business-travelers/,20241010T190000Z,United States,English,1
882049301,Business,06/10/2024,05/11/2024,techrepublic.com,Got Big Ideas ? Launch Them with the Help of This $25 Bundle . ,https://www.techrepublic.com/article/the-complete-business-start-up-and-development-bundle/,20241101T150000Z,United States,English,0
765229687,Business,06/10/2024,05/11/2024,finance.yahoo.com,Honeywell Sees The Business Jet Market Ready To Rise Over The Next Decade,https://finance.yahoo.com/news/honeywell-sees-business-jet-market-144747472.html,20241021T151500Z,United States,English,1
579135596,Business,06/10/2024,05/11/2024,smallbiztrends.com,What You Need to Know About Business Auto Insurance,https://smallbiztrends.com/business-auto-insurance/,20241011T200000Z,United States,English,0
835244742,Business,06/10/2024,05/11/2024,smallbiztrends.com,How to Start a Dog Sitting Business,https://smallbiztrends.com/dog-sitting-business/,20241021T200000Z,United States,English,0
726211470,Business,06/10/2024,05/11/2024,benzinga.com,Kevin OLeary Told Student To Pick Business Over Fiancée :  She Easier To Replace  ,https://www.benzinga.com/news/24/10/41198968/kevin-oleary-told-student-to-pick-business-over-fianc-e-shes-easier-to-replace,20241006T220000Z,United States,English,0
564720925,Business,06/10/2024,05/11/2024,tomsguide.com,Apple just announced a big change for the iPhone that will help you separate real businesses from spam,https://www.tomsguide.com/phones/iphones/apple-just-announced-a-big-change-for-the-iphone-that-will-help-you-separate-real-businesses-from-spam,20241017T150000Z,United States,English,1
551935716,Business,06/10/2024,05/11/2024,fool.com,5 Travel Hacks to Book Cheap Business - Class Flights,https://www.fool.com/the-ascent/credit-cards/articles/5-travel-hacks-to-book-cheap-business-class-flights/,20241021T161500Z,United States,English,1
685246757,Business,06/10/2024,05/11/2024,iclarified.com,Apple Business Connect Now Available to Businesses Without a Physical Location,https://www.iclarified.com/95220/apple-business-connect-now-available-to-businesses-without-a-physical-location,20241016T214500Z,United States,English,1
742174038,Business,06/10/2024,05/11/2024,fool.com,Best Business Credit Card Offers : 2024 | The Motley Fool,https://www.fool.com/money/credit-cards/best-business-credit-cards/,20241104T234500Z,United States,English,1
511349496,Business,06/10/2024,05/11/2024,sandiegouniontribune.com,Opinion : Small businesses are the backbone of our local economy . We want to help . ,https://www.sandiegouniontribune.com/2024/10/19/opinion-small-businesses-are-the-backbone-of-our-local-economy-we-want-to-help/,20241019T124500Z,United States,English,-1
128930246,Business,06/10/2024,05/11/2024,forbes.com,Building And Leading An Effective Data Science Team,https://www.forbes.com/councils/forbestechcouncil/2024/11/01/building-and-leading-an-effective-data-science-team-the-power-of-communication-and-t-shaped-capabilities/,20241101T114500Z,United States,English,1
144536045,Business,06/10/2024,05/11/2024,forbes.com,Business Leaders Should Focus On Safe And Secure Elections,https://www.forbes.com/sites/rhettbuttle/2024/10/16/business-leaders-should-focus-on-safe-and-secure-elections/,20241016T174500Z,United States,English,1
969592503,Business,06/10/2024,05/11/2024,forbes.com,The Virtual CIO : Outsourcing Strategic IT Decisions To MSPs,https://www.forbes.com/councils/forbesbusinesscouncil/2024/10/09/the-virtual-cio-outsourcing-strategic-it-decisions-to-msps/,20241009T131500Z,United States,English,0
829682189,Business,06/10/2024,05/11/2024,uwyo.edu,UW and Wyoming SBDC Network Provide Tips During National Cybersecurity Awareness Month,https://www.uwyo.edu/news/2024/10/uw-and-wyoming-sbdc-network-to-provide-tips-during-national-cybersecurity-awareness-month.html,20241007T184500Z,United States,English,0
538804914,Business,06/10/2024,05/11/2024,forums.appleinsider.com,"Apple Business Connect extends to online firms , adds branding features - iOS Discussions on AppleInsider Forums",https://forums.appleinsider.com/discussion/237959,20241016T214500Z,United States,English,0
745444002,Business,06/10/2024,05/11/2024,prnewswire.com,Dr . Aleksandar Simic of FTC Group Honored in the 2024 Business Worldwide Magazine CEO Awards,https://www.prnewswire.com/news-releases/dr-aleksandar-simic-of-ftc-group-honored-in-the-2024-business-worldwide-magazine-ceo-awards-302271743.html,20241010T083000Z,United States,English,0
344222260,Business,06/10/2024,05/11/2024,appleinsider.com,Apple Business Connect extends to online firms,https://appleinsider.com/articles/24/10/16/apple-business-connect-extends-to-online-firms-adds-branding-features,20241016T214500Z,United States,English,0
102067067,Business,06/10/2024,05/11/2024,variety.com,FX Chairman John Landgraf to Keynote Variety Business Managers Event,https://variety.com/2024/biz/news/fx-john-landgraf-variety-business-managers-breakfast-1236199908/,20241104T210000Z,United States,English,0
658501568,Business,06/10/2024,05/11/2024,unionleader.com,Know the Law : How do I protect my business during a divorce ? ,https://www.unionleader.com/news/business/columns/know-the-law-how-do-i-protect-my-business-during-a-divorce/article_b7c1db02-8cf3-11ef-b8be-fb047aab2363.html,20241019T021500Z,United States,English,0
903441400,Business,06/10/2024,05/11/2024,techrepublic.com,10 Best Small Business Checking Accounts in 2024,https://www.techrepublic.com/article/best-small-business-checking-accounts/,20241016T194500Z,United States,English,1
839576061,Business,06/10/2024,05/11/2024,openpr.com,Solo developer announces Small Spaces - A relaxing interior,https://www.openpr.com/news/3683114/solo-developer-announces-small-spaces-a-relaxing-interior,20241009T073000Z,United States,English,-1
197297558,Business,06/10/2024,05/11/2024,news.uark.edu,Arkansas Business Hall of Fame Class of 2025 Announced,https://news.uark.edu/articles/72643/arkansas-business-hall-of-fame-class-of-2025-announced,20241023T074500Z,United States,English,0
671759178,Business,06/10/2024,05/11/2024,crn.com,AT & T CEO : Technology Shift Toward Wireless Impacting Business Segment Revenue,https://www.crn.com/news/networking/2024/at-t-ceo-technology-shift-toward-wireless-impacting-business-segment-revenues,20241023T201500Z,United States,English,0
707690541,Business,06/10/2024,05/11/2024,smallbiztrends.com,How to Hire an Accountant for Your Small Business,https://smallbiztrends.com/hire-an-accountant/,20241009T211500Z,United States,English,-1
860814124,Business,06/10/2024,05/11/2024,smallbiztrends.com,How to Start a Wine Business : From Grape to Glass,https://smallbiztrends.com/how-to-start-a-wine-business/,20241105T164500Z,United States,English,0
907502252,Business,06/10/2024,05/11/2024,forbes.com,From Office To Owner : Essential Tips For Starting Your Own Business,https://www.forbes.com/sites/melissahouston/2024/11/03/from-office-to-owner-essential-tips-for-starting-your-own-business/,20241103T231500Z,United States,English,1
248087484,Business,06/10/2024,05/11/2024,forbes.com,Personal Brand Or Business Brand : Which Should You Build ? ,https://www.forbes.com/sites/jodiecook/2024/11/05/personal-brand-or-business-brand-which-should-you-build/,20241105T133000Z,United States,English,0
324614243,Business,06/10/2024,05/11/2024,finance.yahoo.com,Here How Falling Interest Rates Could Impact Your Small Business,https://finance.yahoo.com/news/heres-falling-interest-rates-could-103022180.html,20241012T110000Z,United States,English,-1
284592714,Business,06/10/2024,05/11/2024,pr.com,Lend Bucket Launches Comprehensive Credit Builder Program to Help Businesses Build Strong Credit,https://www.pr.com/press-release/923180,20241016T214500Z,United States,English,1
106319398,Business,06/10/2024,05/11/2024,smallbiztrends.com,Fourth Quarter Tax Savings Strategies for Small Business,https://smallbiztrends.com/fourth-quarter-tax-savings-strategies-for-small-business/,20241102T001500Z,United States,English,-1
383221556,Business,06/10/2024,05/11/2024,knowledge.insead.edu,INSEAD Explains Sustainability : Circular Economy,https://knowledge.insead.edu/operations/insead-explains-sustainability-circular-economy,20241008T084500Z,United States,English,0
529840915,Business,06/10/2024,05/11/2024,nola.com,Guest Column : Small business relies on this tax break | Guest Columns,https://www.nola.com/opinions/guest_columns/business-taxes-congress-politics-policy-small-business/article_44a37816-873e-11ef-a3c7-db75c5ea4ecf.html,20241101T111500Z,United States,English,-1
388774955,Business,06/10/2024,05/11/2024,9to5mac.com,iOS 18 . 1 upgrades business messaging with RCS support,https://9to5mac.com/2024/10/21/ios-18-1-upgrades-business-messaging-with-rcs-support/,20241021T211500Z,United States,English,0
272597109,Business,06/10/2024,05/11/2024,forbes.com,Five Lessons From 28 Years Of Being An Entrepreneur,https://www.forbes.com/councils/forbesbusinesscouncil/2024/10/09/five-lessons-from-28-years-of-being-an-entrepreneur/,20241009T134500Z,United States,English,0
825295071,Business,06/10/2024,05/11/2024,theadvocate.com,East Baton Rouge Parish Library serves as a vital resource hub for business leaders seeking growth and guidance,https://www.theadvocate.com/sponsored/baton_rouge/east_baton_rouge_parish_library/east-baton-rouge-parish-library-serves-as-a-vital-resource-hub-for-business-leaders-seeking/article_376aab1c-9619-11ef-88ad-bf5a56984625.html,20241101T014500Z,United States,English,1
787104900,Business,06/10/2024,05/11/2024,forbes.com,High Profit Passive Revenue Ideas To Start As A Business Owner,https://www.forbes.com/sites/liendepau/2024/10/11/high-profit-passive-revenue-ideas-to-start-as-a-business-owner/,20241011T150000Z,United States,English,1
330513311,Business,06/10/2024,05/11/2024,reviewjournal.com,Has Kamala Harris ever run a business ? | LETTER | Letters,https://www.reviewjournal.com/opinion/letters/letter-has-kamala-harris-ever-run-a-business-3197351/,20241028T054500Z,United States,English,0
781175023,Business,06/10/2024,05/11/2024,fox13news.com,Where small business owners can turn for aid after hurricanes,https://www.fox13news.com/news/sba-offering-small-business-owners-help-filing-insurance-claims-hillsborough-county,20241016T214500Z,United States,English,-1
204948637,Business,06/10/2024,05/11/2024,prnewswire.com,OVER A THIRD OF BUSINESS TRAVELERS LOSE UP TO A DAY OF PRODUCTIVITY ON TRIPS THROUGH BADLY PLANNED JOURNEYS,https://www.prnewswire.com/news-releases/over-a-third-of-business-travelers-lose-up-to-a-day-of-productivity-on-trips-through-badly-planned-journeys-302275395.html,20241015T053000Z,United States,English,-1
